ScaledMedInc,ScaledHouseAge,ScaledAveRooms,ScaledAveBedrms,ScaledPopulation,ScaledAveOccup,ScaledLatitude,ScaledLongitude,MedianHouseValue
-0.8336986730201256,-0.28673138272452353,0.1459555209377064,-0.3026507343729073,-0.4702500764152849,0.06980864520355637,0.282759246266548,0.09213832499479274,1.328
-0.6321560217407564,-0.2076232019913727,-0.3378586079524168,-0.009908715111683104,-0.4894148570483253,-0.6858276626908739,-0.9540257093827135,0.9367443007917048,0.741
0.8495071960456447,-1.0778131900560315,-0.21624210448737963,-0.1920590464386516,-0.038586207871088345,-0.25430243018733373,-0.9446561263853691,0.9267489638000203,1.618
0.29442688984534493,-0.04940684052507113,-0.2221312251872056,-0.16296459952598186,1.6305749244065766,0.36385798991106566,-0.8509602964119423,0.6618725335205167,1.922
-1.0843699643462847,-1.4733540937217855,0.1501918910930061,0.36856369432305897,-0.5286570269159796,-0.24217229052309666,0.5216836126987908,-0.13275675731798722,0.801
0.06323945150149497,0.662566786073286,0.11082763494025434,-0.05359414919881446,-0.5624235451741937,0.16677978457019607,0.9198908900858642,-1.222248489411041,1.614
1.1832467422910034,-0.6822722863902775,0.4063593883697234,-0.1479514598328099,-0.37990182485952284,0.06041885016895901,-1.2116892418096417,1.146646377616965,3.387
0.13525638120761058,-1.1569213707891823,0.41626788268798376,0.03351444691203145,-0.035848382066368284,-0.10747460900837982,-1.1320477863322296,1.2515974160296024,2.722
0.6041258755560804,0.8998913282727384,-0.00953293702782335,0.17155592583627624,-0.6381700591047821,0.05904344147012247,-0.818166755921242,0.6118958485621226,2.319
0.5862656769889635,-0.9987050093228806,0.27518281722383303,-0.051595053634534614,3.1820095470812784,0.10272278997911882,-0.7666340494358563,0.8767722788416263,2.129
0.3532450804344125,0.34613406314068285,0.1140609684634356,-0.1528674944660858,-0.5989278892371278,-0.22380418019103965,-1.3334938207751015,1.291578763996319,1.503
-0.8136910605490447,0.7416749668064369,-0.6870226965671888,0.0324223069587664,0.3054672349220662,0.022495202929027704,-0.7619492579371825,0.5569214951078865,2.975
-0.4519827576032748,0.8998913282727384,-0.1295612365456278,-0.12707620414481144,-0.8006143901848392,-0.31519345449450475,1.1635000480167808,-1.072318434535852,1.644
-1.3120482141153638,0.10880952094123046,-1.1103685321473844,-0.01910796427085062,0.17405159629550318,0.013498109556891185,-0.747894883441171,0.6468795280329971,1.938
-0.6424217077206827,-0.5240559249239759,-0.511152827561872,-0.30790677154443896,1.5603040620854283,0.3139059981810138,-0.6401446789717259,0.5919051745787608,1.648
0.08240904879054098,0.5834586053401353,0.49578017530581303,0.14510054016615992,-0.5076670290797924,-0.1357547838214408,-1.338178612273772,1.2815834270046416,1.479
-0.3628912685632002,0.18791770167438127,-0.4233196545869354,-0.10145624062136839,1.7209231759623387,0.2162866653564878,-0.7010469684544559,0.19708936340743002,1.854
-0.7810084684496876,-0.3658395634576743,0.09589590440312071,0.15673543621570785,-0.12163359061426358,0.13457516950802645,0.44672694872004926,-0.11276608333463246,0.764
-1.1736709571818678,-0.9195968285897299,0.27364918622836293,0.8326056892895572,-0.9959126309215369,-0.04773170751851255,-0.9165473773933427,2.5110098769812,0.857
0.6759856774155644,0.26702588240753206,0.07262122669931152,0.207402324492435,-0.9630587212648961,-0.5053469109692776,-0.9024930028973278,0.7568282349414766,5.00001
-0.17245231844579223,-1.3942459129886347,-0.3678061779140724,-0.23024032869205982,0.8055767485842643,0.5868457938537602,-0.7338405089451562,0.7968095829081931,1.41
-0.42343786546521445,-0.12851502125822192,-0.7440209020469148,-0.23811864756783718,0.15488681566246273,-0.1729778714332088,-0.7619492579371825,0.5869075060829257,3.155
-1.1459640802258422,-0.04940684052507113,-0.33609165272057967,-0.06271349645950777,0.09647986516176808,-0.2607942326034734,2.850024987538498,-2.31673788999993,0.783
0.1535879633146214,0.5834586053401353,-0.1867739640579904,-0.24145964703557604,-0.2448357518266664,-0.0041869476922930275,-0.6682534279637556,0.5369308211245246,2.092
-1.123651926004166,0.5043504246069844,-0.8774911717096305,0.01797203079396408,0.22880811238990445,-0.5436932258292826,1.0416954690513207,-1.3421925333111908,2.167
0.6944743873692069,-1.0778131900560315,0.7561665960364612,-0.1792549502511966,1.5895075373357757,0.19486055542509925,1.4399027464383942,-0.8324303467355454,1.627
0.059311255335706706,-1.7106786359212378,-0.19180241534954864,-0.16862174699819185,-0.25669966364712,0.2093290946141959,0.5591619446881648,-0.9273860481564982,1.804
-0.4870222674021048,-0.12851502125822192,-0.5859717304807134,0.007581637882023695,0.6011524218318329,-0.0396662543507888,-0.8509602964119423,0.6368841910413197,2.234
1.0803280027473543,1.2163240512053415,0.26350814830097635,-0.2513390692579324,-0.18551619272439837,-0.13139625309907765,-0.7853732154305417,0.5919051745787608,3.772
-0.5479354959462591,0.8998913282727384,-0.2297766175340418,-0.027744307725180453,-0.6098791924560081,-0.38540425392738314,1.0932281755367064,-1.2172508209151989,1.655
-0.3934264467585932,0.34613406314068285,-0.002882843162522774,-0.1820383775906094,0.24979811022609158,-0.18138337169247049,1.0885433840380359,-0.8824070316939393,0.939
-0.38373689621631585,0.5043504246069844,-0.02896080514671675,-0.21405643617813777,-0.45656094739168457,0.5927143092486247,-0.7525796749398415,0.8118025883957127,1.483
-0.09697857611378323,0.26702588240753206,-0.4612289395380751,-0.3084606800268255,0.8137902259984245,0.052944276467747416,-0.7291557174464823,0.7518305664456343,2.068
1.166172182957044,-0.7613804671234283,0.610629536597365,-0.25208142257146815,-0.0732653347308758,0.006176369801983284,1.4117939974463645,-0.8374280152313877,2.216
-0.9565202731371006,0.662566786073286,-0.3025924809643874,0.07491122357702466,0.11746986299795523,0.6699763635157113,-0.7900580069292122,0.6718678705122011,0.934
0.6731050002273194,-0.8404886478565791,0.2555971901614828,-0.102243186226003,-0.26491314106128017,0.5322085226571734,-1.3803417357618133,1.2815834270046416,1.33
-0.22917547107977257,-0.3658395634576743,0.0076943537107637865,-0.16373722047739162,0.5345319939169781,-0.3862246683566598,0.5497923616908205,-0.10776841483879022,1.212
-0.8837177041978276,0.9789995090058892,-0.13084882888431995,0.19175466860845974,-1.0406304523986312,0.08329406852855814,1.795946900337423,-0.9823604016107343,0.418
-0.9799323222851979,1.1372158704721909,-0.8467913251166265,-0.9301936799191923,-1.2213269555101554,0.09584165665829605,1.655403155377281,-1.6620433170449307,0.725
0.3840421383741912,0.8207831475395876,0.1201842363470261,-0.05765864731514898,-0.6445583193157955,-0.08804541076027655,-0.7197861344491413,0.7818165774206736,2.19
0.19281754902362563,0.5043504246069844,0.2737748587682694,-0.1573622377153045,0.8028389227795443,0.10211545072316511,-0.5792423894889993,0.3420217497867768,2.091
0.6452409954246627,1.849189497070548,0.12817900974023944,-0.2774144228898129,-0.3862900850705363,-0.11655066118120179,-0.827536338918583,0.8267955938832252,2.4
-0.699982875536698,-0.9987050093228806,-0.6814928814533867,0.02524034171819981,1.0656702000326703,-0.5812596795348737,-1.361602569767128,1.2216114050545632,1.781
0.17825703523577097,-1.5524622744549363,0.35362262071437567,-0.15396100313693054,1.4517036384981992,0.2350825931154838,-0.7619492579371825,1.0816766871710515,1.628
-0.836526974259493,-0.8404886478565791,0.2526424592325943,0.6068813798177051,-0.3579992184217623,-0.06865416333521904,1.6507183638786105,-1.9768964322828355,1.01
-1.041683566011387,0.5834586053401353,-0.680176464479568,-0.11240524173407486,1.4882079825611332,0.4013682071383112,-0.747894883441171,0.9117559583125007,0.98
-0.9823939918824253,1.849189497070548,-0.45036872680037615,-0.1490567181952715,-0.0632266401135689,-0.3393029054126105,0.994847554064609,-1.4271528977404662,3.643
5.818099210329966,0.8998913282727384,1.6248803353040346,-0.08631303594324685,-0.36530008723434915,-0.08101151117030697,-0.7291557174464823,0.5819098375870835,5.00001
0.3793806789241228,0.10880952094123046,0.1940822775267663,-0.011956355122380125,-0.14079837124730402,-0.15318562922944695,-0.888438628401313,0.8817699473374686,2.365
-0.3420980168589618,0.26702588240753206,-0.5911924512019981,-0.4302076164536389,-0.2986796593194943,0.1633136339870316,0.9152060985871937,-1.2172508209151989,1.496
